Entry	CAZy
A0A0M0KN12	
A0A0M2GJ36	
A0A0M2GQA3	
A0A0M2GSQ9	
A0A0M2GST7	
A0A0M2HNC7	
A0A0M2HPN9	
A0A0M2SPX5	
A0A0M2SZF4	
A0A0M2V8R8	
A0A0M2ZUB5	
A0A0M3QHR4	
A0A0M6BX69	
A0A0M6WAQ9	
A0A0M6WE74	
A0A0M8MHJ2	
A0A0M8MQ30	
A0A0M8P137	
A0A0M8P2S9	
A0A0M8P5G5	
A0A0M8P6V6	
A0A0M8P8N9	
A0A0M8QI25	
A0A0M8QQ56	
A0A0M8QTZ7	
A0A0M9BNX9	
A0A0M9BPD6	
A0A0M9BSS7	
A0A0M9ENE8	
A0A0M9X5U9	
A0A0M9X6B2	
A0A0M9X759	
A0A0N0DBI8	
A0A0N0DCG1	
A0A0N0DCM8	
A0A0N0DEB5	
A0A0N0NSC6	
A0A0N0RXB5	
A0A0N0UH88	
A0A0N1H103	
A0A0N1H5N0	
A0A0N1HVL2	
A0A0N1P331	
A0A0N7JH68	
A0A0N8H5R1	
A0A0N8PRG8	
A0A0N8RDT1	
A0A0N8REP0	
A0A0N8S6Z0	
A0A0N8T9I9	
A0A0N9DQW5	
A0A0N9DR18	
A0A0P0C6S3	
A0A0P0FV06	
A0A0P0GBG6	
A0A0P0GGG1	
A0A0P0GGQ1	
A0A0P0GH25	
A0A0P0GNB0	
A0A0P0LKP2	
A0A0P1AVG6	
A0A0P1BHF8	
A0A0P7APE4	
A0A0P7AZT7	
A0A0P7BHA4	
A0A0P7BYQ8	
A0A0P7C0L9	
A0A0P8CA51	
A0A0P8WAQ4	
A0A0P9RGX6	
A0A0P9TC53	
A0A0P9TPD3	
A0A0P9U388	
A0A0P9V150	
A0A0P9V8C5	
A0A0P9XF43	
A0A0Q0BB52	
A0A0Q0CCW8	
A0A0Q0S166	
A0A0Q9XYL6	
A0A0R0AEL9	
A0A0R0CPZ5	
A0A0R2ZEL6	
A0A0R3KWU0	
A0A0S1MK45	
A0A0S1S264	
A0A0S1YFA8	
A0A0S2CW27	
A0A0S2CWJ5	
A0A0S2I9J6	
A0A0S2II12	
A0A0S3F1G0	
A0A0S3G5Y8	
A0A0S6VVJ6	
A0A0S7XJD9	
A0A0T5VMV5	
A0A0T5VMX6	
A0A0T5VMZ9	
A0A0T5VN11	
A0A0T6BSB5	
A0A0U0QJ31	
A0A0U0ZSH5	
A0A0U1LI81	
A0A0U1LTP9	
A0A0U1LV64	
A0A0U1LV92	
A0A0U1LVK1	
A0A0U1M491	
A0A0U2V335	
A0A0U3APU9	
A0A0U3L7W3	
A0A0U4C8Z0	
A0A0U5B5Z4	
A0A0U5BFA5	
A0A0U5C2B7	
A0A0U5CNP3	
A0A0U5FP86	
A0A0U5FQ02	
A0A0U5FZU4	
A0A0U5G005	
A0A0U5GKT1	
A0A0V8IVL3	
A0A0W0EUU6	
A0A0W0EWS7	
A0A0W0F0M4	
A0A0W0F0Q3	
A0A0W0FC11	
A0A0W0G448	
A0A0W0GA86	
A0A0W0GAB8	
A0A0W0I3G8	
A0A0W7VKL9	
A0A0W7VKQ4	
A0A0W7W2I7	
A0A0W8C2E8	
A0A0W8C3Z2	
A0A0W8CZE9	
A0A0W8D164	
A0A0W8DWU5	
A0A0W8IIC9	
A0A0W8IN03	
A0A0W8IPB4	
A0A0X1KS48	
A0A0X3V955	
A0A0X3V9B6	
A0A0X3VBC8	
A0A0X3VKF6	
A0A0X3VN05	
A0A0X3VN36	
A0A0X3VWT8	
A0A0X3X5V9	
A0A100I6F6	
A0A100I6U9	
A0A100IQH4	
A0A100ITA6	
A0A100JHS8	
A0A100JK08	
A0A100JMR7	
A0A100JP95	
A0A100VIS9	
A0A100VKY8	
A0A100VP30	
A0A100WCF2	
A0A100Y109	
A0A101JD86	
A0A101JJ93	
A0A101JTA2	
A0A101M7P3	
A0A101MAX0	
A0A101MS47	
A0A101MSP2	
A0A101MYM6	
A0A101MZU6	
A0A101N1E7	
A0A101N5P3	
A0A101N8A0	
A0A101NG17	
A0A101NNT0	
A0A101NTH7	
A0A101Q1U7	
A0A101QL39	
A0A101R415	
A0A101R550	
A0A101RR45	
A0A101RZ26	
A0A101S4J5	
A0A101SAU5	
A0A101SIG1	
A0A101T216	
A0A101T233	
A0A101T2C4	
A0A101T427	
A0A101T4A6	
A0A101T8Q2	
A0A101T9K1	
A0A101T9T1	
A0A101TR61	
A0A101TS96	
A0A101TUU3	
A0A101UZ31	
A0A101V256	
A0A108T4I4	
A0A109HQ22	
A0A109HQM1	
A0A109ILD9	
A0A109ZAF4	
A0A110B492	
A0A110BGV9	
A0A117E0N6	
A0A117ECJ9	
A0A117EDE4	
A0A117I2Q8	
A0A117IXR9	
A0A117MNA7	
A0A117NS06	
A0A117NVH0	
A0A117NZ86	
A0A117QJJ4	
A0A117QKF6	
A0A117QPQ3	
A0A117QWA2	
A0A117QYL0	
A0A117R139	
A0A117RZA4	
A0A120A5A9	
A0A124C4J1	
A0A124G7H8	
A0A124G7I8	
A0A124GT05	
A0A124H182	
A0A124HRZ3	
A0A124I048	
A0A125MFH9	
A0A125MGH6	
A0A125Q1Q6	
A0A127V7I6	
A0A127VEV9	
A0A127Z886	
A0A132B3X8	
A0A132B7X4	
A0A132BEG1	
A0A132PR34	
A0A135LA44	
A0A135LSW2	
A0A135LT43	
A0A135LWD5	
A0A135LWR7	
A0A135LWV6	
A0A135RNA2	
A0A135RZJ7	
A0A135S007	
A0A135S1U3	
A0A135S3J1	
A0A135S5G9	
A0A135S5J9	
A0A135S867	
A0A135SFF0	
A0A135SG86	
A0A135SPW2	
A0A135STW0	
A0A135SY37	
A0A135T7J4	
A0A135TE16	
A0A135TE72	
A0A135TKG4	
A0A135TLV0	
A0A135TMR6	
A0A135TRE4	
A0A135TU73	
A0A135TV17	
A0A135UEG8	
A0A135UMH9	
A0A135UQR8	
A0A135UXU0	
A0A135V6J2	
A0A135V766	
A0A135V9H5	
A0A135V9Y3	
A0A136A0I8	
A0A136A2M6	
A0A136A559	
A0A136IQE8	
A0A136IV25	
A0A136IXH3	
A0A136IYH1	
A0A136IZJ3	
A0A136J9Y4	
A0A136PJB1	
A0A136PN19	
A0A136PRU5	
A0A136PS41	
A0A136PUY7	
A0A136PX13	
A0A136PZ75	
A0A136WCC4	
A0A136WCH3	
A0A136WID8	
A0A136WIH8	
A0A137ZZY4	
A0A139A8U4	
A0A139GUF1	
A0A139HG22	
A0A139I977	
A0A139IB42	
A0A139IMF5	
A0A139IQ27	
A0A139L8F0	
A0A139LBL9	
A0A139LCA1	
A0A139LTJ9	
A0A139LTQ7	
A0A139MRZ1	
A0A140F9E9	
A0A140LCS8	
A0A142ELG4	
A0A143BUS4	
A0A143BVP3	
A0A143C4F7	
A0A143PNL5	
A0A144IKA9	
A0A146FBN4	
A0A146FC41	
A0A146FHJ9	
A0A146G1W2	
A0A146G2L0	
A0A147KDP3	
A0A147KJ27	
A0A148KNX7	
A0A149PGV8	
A0A150KTC4	
A0A150NZR8	
A0A150P9H0	
A0A150PAU2	
A0A150PCJ6	
A0A150PJ71	
A0A150PMI4	
A0A150PP94	
A0A150PT56	
A0A150PT69	
A0A150PWW0	
A0A150QI10	
A0A150QJI0	
A0A150QLL4	
A0A150QLM1	
A0A150QLN2	
A0A150QUC3	
A0A150QY04	
A0A150QYZ6	
A0A150QZX4	
A0A150R160	
A0A150R9R7	
A0A150RE55	
A0A150RMH1	
A0A150RND8	
A0A150RT14	
A0A150RVP8	
A0A150RYM2	
A0A150S1J2	
A0A150S3F2	
A0A150S3S8	
A0A150S419	
A0A150SIR6	
A0A150SZY1	
A0A150TIS5	
A0A150TJB8	
A0A150TV10	
A0A150TVU6	
A0A150TXX9	
A0A150TYM6	
A0A150U0H1	
A0A150U0H9	
A0A154IDX9	
A0A154MAT4	
A0A154MP12	
A0A160NXD7	
A0A160P4E0	
A0A161I0Z1	
A0A161LSF4	
A0A161MEL5	
A0A161PD34	
A0A161QD19	
A0A161QEJ3	
A0A161QER3	
A0A161VNZ4	
A0A161VR76	
A0A161VRP0	
A0A161VYZ9	
A0A161WAR6	
A0A161XWP6	
A0A161YAE7	
A0A161YJ02	
A0A162FC23	
A0A162JFS9	
A0A162NBR6	
A0A162NCI9	
A0A162WJQ1	
A0A163AN53	
A0A163DGK3	
A0A163EXS4	
A0A163GAW8	
A0A163GPB8	
A0A163ILC6	
A0A163JAW6	
A0A163KBM1	
A0A163TBX6	
A0A164N022	
A0A164P0P5	
A0A164PN48	
A0A164RBK9	
A0A164RPX7	
A0A164T1V7	
A0A164T929	
A0A165CHR2	
A0A165DCZ7	
A0A165DD01	
A0A165DDA8	
A0A165DDB1	
A0A165DDC3	
A0A165DQR5	
A0A165E9X4	
A0A165F9W2	
A0A165FHF3	
A0A165G492	
A0A165GRI7	
A0A165JRJ8	
A0A165MQF7	
A0A165N161	
A0A165PJZ2	
A0A165PK06	
A0A165PK35	
A0A165PTL5	
A0A165XC25	
A0A165XPF0	
A0A165YP99	
A0A165ZMC5	
A0A166A9A7	
A0A166B6L6	
A0A166BGY9	
A0A166CLX6	
A0A166CM45	
A0A166CMS7	
A0A166D2I7	
A0A166DS94	
A0A166F1D1	
A0A166F1G2	
A0A166GXQ9	
A0A166LB71	
A0A166LUH7	
A0A166M233	
A0A166MLE8	
A0A166MYI8	
A0A166N2T3	
A0A166PJT8	
A0A166QX06	
A0A166RXA0	
A0A166S7N8	
A0A166T3Q0	
A0A166VKG9	
A0A166WB79	
A0A166WFL0	
A0A166WGG3	
A0A166WRV3	
A0A166WTF6	
A0A166YN02	
A0A166YYE0	
A0A166YZ66	
A0A166Z0L9	
A0A166ZDG5	
A0A167AG22	
A0A167ALF9	
A0A167B331	
A0A167B935	
A0A167BDQ8	
A0A167CIK7	
A0A167D4B5	
A0A167DM51	
A0A167E4U2	
A0A167EKR7	
A0A167GBJ8	
A0A167GDD1	
A0A167GF99	
A0A167HMI5	
A0A167IM53	
A0A167NFU0	
A0A167PZE3	
A0A167RMH2	
A0A167SB84	
A0A167T9Z1	
A0A167XZH7	
A0A167Y596	
A0A168F0I1	
A0A168FE69	
A0A171A2P0	
A0A171A910	
A0A171A9U1	
A0A171AV44	
A0A171C8L4	
A0A171DA76	
A0A171DEG2	
A0A171DQD9	
A0A172MAU1	
A0A172TGR7	
A0A172WBP7	
A0A172XQ60	
A0A172Y6Z4	
A0A172ZDB6	
A0A173M083	
A0A173R2U8	
A0A173TWN8	
A0A173ULA9	
A0A173VWA8	
A0A174FPF9	
A0A174IJG3	
A0A174IND4	
A0A174IQX1	
A0A174MG95	
A0A174RZL1	
A0A174XES2	
A0A175R5M5	
A0A175RSP3	
A0A175VRY6	
A0A175VST8	
A0A175VX36	
A0A175VXX8	
A0A175VZW7	
A0A175W0J9	
A0A175W202	
A0A175W571	
A0A175W7B6	
A0A175W9J3	
A0A175W9L3	
A0A175WBT6	
A0A175WDV4	
A0A175WFM0	
A0A175WIK5	
A0A176XER1	
A0A176Z4B4	
A0A177AJL4	
A0A177BYG1	
A0A177C013	
A0A177C301	
A0A177C5J3	
A0A177CA29	
A0A177CDS9	
A0A177CFC4	
A0A177CHF4	
A0A177CLX1	
A0A177CN60	
A0A177CRM9	
A0A177CSR4	
A0A177D130	
A0A177D5N4	
A0A177DG32	
A0A177DIA4	
A0A177DLQ6	
A0A177DNQ4	
A0A177DP53	
A0A177DSZ7	
A0A177DU32	
A0A177E3A5	
A0A177E449	
A0A177FA33	
A0A177HH28	
A0A177HHB9	
A0A177HIJ3	
A0A177HRC5	
A0A177HTB0	
A0A177HXX9	
A0A177JPH0	
A0A177K689	
A0A178D5B1	
A0A178ILR3	
A0A178L9S9	
A0A178Z9D4	
A0A179BSE5	
A0A179DGS9	
A0A179DH95	
A0A179DLT3	
A0A179EYR0	
A0A179GAQ8	
A0A179T763	
A0A179T7T7	
A0A180GAA1	
A0A180GCC2	
A0A180GVC2	
A0A180GXY1	
A0A192TFW7	
A0A193BY77	
A0A193C082	
A0A193C093	
A0A193C9S0	
A0A193CBW2	
A0A193SVX4	
A0A194UXF1	
A0A194V927	
A0A194V981	
A0A194VC74	
A0A194VCP9	
A0A194VH49	
A0A194VLJ7	
A0A194VM50	
A0A194VXT4	
A0A194W673	
A0A194WU47	
A0A194WVD1	
A0A194WZK5	
A0A194X2W7	
A0A194X585	
A0A194X7F1	
A0A194XA70	
A0A194XAK2	
A0A194XCM9	
A0A194XRT9	
A0A198A8W4	
A0A198A9X6	
A0A198APC6	
A0A198AR52	
A0A199P0E0	
A0A1A5YIX4	
A0A1A5YJJ8	
A0A1A5YKS9	
A0A1A5YLA8	
A0A1A7MDV8	
A0A1A7MF33	
A0A1A7MIJ0	
A0A1A7MJU4	
A0A1A8TGM1	
A0A1A8YZX3	
A0A1A8Z8D5	
A0A1A8Z996	
A0A1A8ZHU8	
A0A1A8ZIU7	
A0A1A8ZQ26	
A0A1A8ZQW2	
A0A1A8ZYZ9	
A0A1A9A258	
A0A1A9AFM5	
A0A1A9B2I6	
A0A1A9B9I7	
A0A1A9BAB2	
A0A1A9BAH0	
A0A1A9BAU9	
A0A1A9BG48	
A0A1A9IAT2	
A0A1A9M886	
A0A1A9MA44	
A0A1B1CAJ5	
A0A1B1JH66	
A0A1B1MDP8	
A0A1B1MG26	
A0A1B1MP83	
A0A1B1MPH9	
A0A1B1MZ71	
A0A1B1N1I5	
A0A1B1N484	
A0A1B1VSY8	
A0A1B1YBF7	
A0A1B1YBH9	
A0A1B1YEM2	
A0A1B1YIP8	
A0A1B1YLZ5	
A0A1B1ZGD8	
A0A1B1ZGE1	
A0A1B2DD43	
A0A1B2DDQ6	
A0A1B2DDW5	
A0A1B2DT42	
A0A1B2DT51	
A0A1B2E0G7	
A0A1B2E5I7	
A0A1B2E7F5	
A0A1B2E9V3	
A0A1B2HRE8	
A0A1B2HRP1	
A0A1B2I0A0	
A0A1B7Y5J3	
A0A1B7YB99	
A0A1B7YLR3	
A0A1B7YMB9	
A0A1B7YR82	
A0A1B7YSU4	
A0A1B7YX73	
A0A1B8AAZ0	
A0A1B8APU9	
A0A1B8AQN0	
A0A1B8AR35	
A0A1B8AX35	
A0A1B8B5S8	
A0A1B8B9M1	
A0A1B8GFB7	
A0A1B8GFL0	
A0A1B8GGA7	
A0A1B8GHR2	
A0A1B8GMX6	
A0A1B8GPH0	
A0A1B8GR34	
A0A1B8GT99	
A0A1B8GUQ4	
A0A1B8TNS9	
A0A1B8TS09	
A0A1B8TS79	
A0A1B9DGA8	
A0A1B9H2R5	
A0A1C0AH54	
A0A1C0AS86	
A0A1C0ZXW9	
A0A1C0ZZS4	
A0A1C1A485	
A0A1C1A4F8	
A0A1C1CFT0	
A0A1C1CU94	
A0A1C3JH80	
A0A1C3JHC0	
A0A1C3MXR3	
A0A1C3MXZ3	
A0A1C3MYC1	
A0A1C3NDU8	
A0A1C3NPM8	
A0A1C3NPN9	
A0A1C3TU05	
A0A1C3TUJ7	
A0A1C3VK85	
A0A1C3YAW6	
A0A1C4TX65	
A0A1C4U8K0	
A0A1C4U977	
A0A1C4UET1	
A0A1C4UQH6	
A0A1C4UQN9	
A0A1C4UWM2	
A0A1C4VAG3	
A0A1C4VJ23	
A0A1C4VUB3	
A0A1C4VY65	
A0A1C4W3B9	
A0A1C4W837	
A0A1C4WA61	
A0A1C4WEB4	
A0A1C4WP15	
A0A1C4WRD8	
A0A1C4WVQ7	
A0A1C4WYF6	
A0A1C4X9L3	
A0A1C4XA16	
A0A1C4XB93	
A0A1C4XDE0	
A0A1C4XIH6	
A0A1C4XIT4	
A0A1C4XK94	
A0A1C4XN50	
A0A1C4XN59	
A0A1C4XS40	
A0A1C4XWZ2	
A0A1C4Y8X8	
A0A1C4Y912	
A0A1C4Y936	
A0A1C4YAL5	
A0A1C4YL55	
A0A1C4YW90	
A0A1C4Z0I4	
A0A1C4Z208	
A0A1C4Z257	
A0A1C4Z2Y1	
A0A1C4ZA81	
A0A1C4ZWR8	
A0A1C4ZXF6	
A0A1C5A1H6	
A0A1C5ACD0	
A0A1C5ANM5	
A0A1C5ARF9	
A0A1C5ATS5	
A0A1C5AU88	
A0A1C5G6Z0	
A0A1C5G7H2	
A0A1C5G9Y2	
A0A1C5G9Z8	
A0A1C5GJF3	
A0A1C5GJG9	
A0A1C5GKG1	
A0A1C5GKG4	
A0A1C5GPL9	
A0A1C5GPP7	
A0A1C5GTK0	
A0A1C5H0K2	
A0A1C5H2I0	
A0A1C5HB56	
A0A1C5HHL8	
A0A1C5HIC1	
A0A1C5HIS5	
A0A1C5HTD7	
A0A1C5HWM8	
A0A1C5I225	
A0A1C5I7Y3	
A0A1C5IAX9	
A0A1C5IHK0	
A0A1C5IR71	
A0A1C5J0H7	
A0A1C5J500	
A0A1C5J9C5	
A0A1C5JB11	
A0A1C5JC67	
A0A1C5JN30	
A0A1C5JUE6	
A0A1C5JX23	
A0A1C5JZT4	
A0A1C6R968	
A0A1C6RAB0	
A0A1C6RBN7	
A0A1C6S215	
A0A1C6SHU3	
A0A1C6SN02	
A0A1C6SPX8	
A0A1C6SRX2	
A0A1C6TQK2	
A0A1C6TRX9	
A0A1C6UH12	
A0A1C6UJA4	
A0A1C6UL04	
A0A1C6UNZ1	
A0A1C6UPP2	
A0A1C6UPR2	
A0A1C6UPV6	
A0A1C6US97	
A0A1C6USE6	
A0A1C6UUM8	
A0A1C6UVB1	
A0A1C6UZY8	
A0A1C6V025	
A0A1C6VGH7	
A0A1C6W0M2	
A0A1C6W1M1	
A0A1C6W394	
A0A1C6ZZN8	
A0A1C7D6Y1	
A0A1C7H3V6	
A0A1C7LRW2	
A0A1C7LUT0	
A0A1C7MAP4	
A0A1C9U7N9	
A0A1C9ZZ52	
A0A1D3DYD6	
A0A1D3ULK9	
A0A1D7ML31	
A0A1D7YBW7	
A0A1D8ATY7	
A0A1D8AZP0	
A0A1D8DXG6	
A0A1D8FWS3	
A0A1D8MBE7	
A0A1D8P575	
A0A1D8P6E9	
A0A1D8P7L0	
A0A1D8RGC9	
A0A1D8TP14	
A0A1D8U3V2	
A0A1D9FWZ3	
A0A1D9NZ38	
A0A1D9NZC9	
A0A1D9PBC4	
A0A1D9PPE6	
A0A1D9Q004	
A0A1D9Q372	
A0A1D9QCV7	
A0A1D9QFC0	
A0A1D9QM35	
A0A1E1EZC6	
A0A1E1JWG0	
A0A1E1K292	
A0A1E1K4L3	
A0A1E1K596	
A0A1E1K5D0	
A0A1E1K5F8	
A0A1E1K833	
A0A1E1KDR9	
A0A1E1KEN4	
A0A1E1KHI6	
A0A1E1KIC1	
A0A1E1KSC5	
A0A1E1KT31	
A0A1E1KUQ5	
A0A1E1L6W0	
A0A1E1L7N3	
A0A1E1L9U1	
A0A1E1LGP3	
A0A1E1LHM4	
A0A1E1LIW6	
A0A1E1LLX3	
A0A1E1LM84	
A0A1E1LPE2	
A0A1E1LRJ2	
A0A1E1M2T6	
A0A1E1M620	
A0A1E1M6A0	
A0A1E1MAK9	
A0A1E1MG57	
A0A1E1MI06	
A0A1E1MJS3	
A0A1E1MK55	
A0A1E1MMC0	
A0A1E1MP77	
A0A1E1MSW4	
A0A1E1MWE1	
A0A1E3AEN6	
A0A1E3AFR0	
A0A1E3AQ72	
A0A1E3ASX7	
A0A1E3BCF9	
A0A1E3BJZ4	
A0A1E3BNJ9	
A0A1E3L707	
A0A1E5P1N9	
A0A1E5PT19	
A0A1E7EV99	
A0A1E7G4K6	
A0A1E7N3H9	
A0A1E7NG24	
A0A1E7NG60	
A0A1E7X015	
A0A1F5L415	
A0A1F5L8I9	
A0A1F5L9L8	
A0A1F5LC93	
A0A1F5LNZ5	
A0A1F5Z383	
A0A1F5ZTA3	
A0A1F6DA79	
A0A1F7IV96	
A0A1F7KFC3	
A0A1F7ZTH8	
A0A1F7ZXM7	
A0A1F8A9B8	
A0A1F8A9H1	
A0A1F8AFR8	
A0A1G1T856	
A0A1G1TH52	
A0A1G2HUE9	
A0A1G2IE08	
A0A1G2JRK7	
A0A1G2U1Y2	
A0A1G4ARU8	
A0A1G4ASA7	
A0A1G4ATK1	
A0A1G4AVL3	
A0A1G4B0Y1	
A0A1G4B719	
A0A1G4BC88	
A0A1G4BDL8	
A0A1G4BMQ0	
A0A1G4BS11	
A0A1G4PC03	
A0A1G4RCK6	
A0A1G4RVK3	
A0A1G4TD71	
A0A1G4WJZ6	
A0A1G5AAV9	
A0A1G5B6V1	
A0A1G5BH08	
A0A1G5CP78	
A0A1G5D238	
A0A1G5I5X1	
A0A1G5J299	
A0A1G5M671	
A0A1G5RUH9	
A0A1G5RZV1	
A0A1G5S2A9	
A0A1G5S2W9	
A0A1G5VW90	
A0A1G6G769	
A0A1G6JRS6	
A0A1G6K2V2	
A0A1G6K8S0	
A0A1G6KIC6	
A0A1G6QZT5	
A0A1G6RKZ1	
A0A1G6S4W7	
A0A1G6SMX3	
A0A1G6T960	
A0A1G6TAY6	
A0A1G6V7L3	
A0A1G6Y5W8	
A0A1G6Z7T7	
A0A1G6ZKM7	
A0A1G7A4L4	
A0A1G7DEE8	
A0A1G7DZW4	
A0A1G7FCB5	
A0A1G7G6E0	
A0A1G7HRI8	
A0A1G7HV67	
A0A1G7K4A1	
A0A1G7KL44	
A0A1G7KW83	
A0A1G7L8F1	
A0A1G7M877	
A0A1G7PEW3	
A0A1G7PI97	
A0A1G7RLT2	
A0A1G7SKY9	
A0A1G7SW57	
A0A1G7T2C6	
A0A1G7TRM2	
A0A1G7VH95	
A0A1G7VKI3	
A0A1G7W370	
A0A1G7W751	
A0A1G7W7P2	
A0A1G7WFN7	
A0A1G7YZS7	
A0A1G7ZXL0	
A0A1G8CN80	
A0A1G8CSH9	
A0A1G8CTB1	
A0A1G8ELV6	
A0A1G8EQ48	
A0A1G8FGN0	
A0A1G8FHE2	
A0A1G8NZG6	
A0A1G8PI73	
A0A1G8PUD2	
A0A1G8PXL5	
A0A1G8S5H2	
A0A1G8S7C5	
A0A1G8SFR1	
A0A1G8UCP9	
A0A1G8USS6	
A0A1G8WLW8	
A0A1G8WN48	
A0A1G9A337	
A0A1G9CSY1	
A0A1G9CT64	
A0A1G9CTX0	
A0A1G9DKY6	
A0A1G9DWD0	
A0A1G9EM45	
A0A1G9EMP8	
A0A1G9FVS6	
A0A1G9GFU5	
A0A1G9H164	
A0A1G9HKZ7	
A0A1G9IQG2	
A0A1G9JJZ2	
A0A1G9K7K8	
A0A1G9M5S2	
A0A1G9MC54	
A0A1G9MKY2	
A0A1G9MNJ3	
A0A1G9MQP7	
A0A1G9NDR9	
A0A1G9PEV8	
A0A1G9RCM8	
A0A1G9S549	
A0A1G9VTR3	
A0A1G9WC05	
A0A1G9X4R6	
A0A1G9ZP13	
A0A1G9ZQ11	
A0A1H0A8D2	
A0A1H0AFW2	
A0A1H0BFJ4	
A0A1H0D2M4	
A0A1H0G9C7	
A0A1H0H4A5	
A0A1H0H5V1	
A0A1H0HKQ4	
A0A1H0INR1	
A0A1H0IQP2	
A0A1H0IUL0	
A0A1H0J789	
A0A1H0JCA0	
A0A1H0JWX8	
A0A1H0KWR9	
A0A1H0L488	
A0A1H0LFQ9	
A0A1H0PB91	
A0A1H0PQ56	
A0A1H0S4D7	
A0A1H0S4U8	
A0A1H0WSD3	
A0A1H0Y1A7	
A0A1H0YUR9	
A0A1H0Z083	
A0A1H1A1M4	
A0A1H1CT56	
A0A1H1CZD6	
A0A1H1GA94	
A0A1H1H7M8	
A0A1H1H8J2	
A0A1H1JKR8	
A0A1H1K905	
A0A1H1PK55	
A0A1H1PLG8	
A0A1H1SFF5	
A0A1H1SFK0	
A0A1H1T2K5	
A0A1H1V207	
A0A1H1W8E6	
A0A1H1WDI5	
A0A1H1YFR7	
A0A1H1Z5Q3	
A0A1H2AX23	
A0A1H2DFA6	
A0A1H2MCY8	
A0A1H2MS79	
A0A1H2QRG7	
A0A1H2VPW9	
A0A1H2VQU4	
A0A1H3FZH6	
A0A1H3IKH8	
A0A1H3J5B4	
A0A1H3K3G1	
A0A1H3NTF3	
A0A1H3PDL4	
A0A1H3PWN1	
A0A1H3RX93	
A0A1H3S4N7	
A0A1H3SJU9	
A0A1H3T2P5	
A0A1H3T8B7	
A0A1H3TCW0	
A0A1H3TK95	
A0A1H3TQ29	
A0A1H3UDK8	
A0A1H3VEP1	
A0A1H3VP78	
A0A1H3XGL3	
A0A1H3ZQ12	
A0A1H4A239	
A0A1H4A357	
A0A1H4FQS8	
A0A1H4IDB0	
A0A1H4IRQ0	
A0A1H4M562	
A0A1H4NKW8	
A0A1H4QY35	
A0A1H4RME2	
A0A1H4TTR8	
A0A1H4W663	
A0A1H4WVD1	
A0A1H4XBJ9	
A0A1H4XJQ6	
A0A1H4YC29	
A0A1H4ZS42	
A0A1H5AQQ6	
A0A1H5EJB9	
A0A1H5F2F2	
A0A1H5GWV9	
A0A1H5Q7Z6	
A0A1H5QFY4	
A0A1H5RFD8	
A0A1H5RJC0	
A0A1H5RL37	
A0A1H5SA49	
A0A1H5SQY3	
A0A1H5UK90	
A0A1H5VS53	
A0A1H5XII5	
A0A1H5ZP63	
A0A1H6CJU5	
A0A1H6CWN2	
A0A1H6E0P4	
A0A1H6EIV4	
A0A1H6F3C7	
A0A1H6F3R4	
A0A1H6FLB8	
A0A1H6I9H3	
A0A1H6IF16	
A0A1H6IKR8	
A0A1H6IMC4	
A0A1H6J646	
A0A1H6JT70	
A0A1H6K1X9	
A0A1H6K4I4	
A0A1H6K7J7	
A0A1H6KAI4	
A0A1H6KBX6	
A0A1H6KCR6	
A0A1H6KLK7	
A0A1H6KNG3	
A0A1H6KP20	
A0A1H6KRJ7	
A0A1H6KY97	
A0A1H6L2Z7	
A0A1H6LIV1	
A0A1H6LL03	
A0A1H6R3A9	
A0A1H6S4P1	
A0A1H6S5N1	
A0A1H6TQE0	
A0A1H6UH44	
A0A1H6ULD0	
A0A1H6UYE8	
A0A1H6UZ38	
A0A1H6V8L6	
A0A1H6VKT8	
A0A1H6X007	
A0A1H7CCG7	
A0A1H7F848	
A0A1H7FVA1	
A0A1H7I2Q8	
A0A1H7IFD2	
A0A1H7JRM6	
A0A1H7JTB5	
A0A1H7K898	
A0A1H7K969	
A0A1H7LMA8	
A0A1H7LQK2	
A0A1H7M9K5	
A0A1H7ME02	
A0A1H7MYE4	
A0A1H7NCR8	
A0A1H7NZC6	
A0A1H7P3G5	
A0A1H7P5J3	
A0A1H7P6A1	
A0A1H7RD66	
A0A1H7S064	
A0A1H7SX39	
A0A1H7WLM0	
A0A1H7XB19	
A0A1H7Z0K8	
A0A1H8B0W3	
A0A1H8CF06	
A0A1H8CFD1	
A0A1H8DHE2	
A0A1H8F8A0	
A0A1H8F9X7	
A0A1H8IEI6	
A0A1H8IND6	
A0A1H8K7B7	
A0A1H8KZU1	
A0A1H8N5K0	
A0A1H8P721	
A0A1H8SEF1	
A0A1H8SKP9	
A0A1H8UUQ1	
A0A1H8V3R0	
A0A1H8Z1G0	
A0A1H8Z762	
A0A1H9ARE2	
A0A1H9CNL0	
A0A1H9CVA3	
A0A1H9DMY2	
A0A1H9ECD4	
A0A1H9FKF3	
A0A1H9FKG4	
A0A1H9G7Q8	
A0A1H9GNA3	
A0A1H9GR15	
A0A1H9H5R6	
A0A1H9HP41	
A0A1H9HQL1	
A0A1H9I6C8	
A0A1H9IH47	
A0A1H9IXV2	
A0A1H9J422	
A0A1H9JW25	
A0A1H9K2Z9	
A0A1H9K3D0	
A0A1H9K4C6	
A0A1H9K739	
A0A1H9K997	
A0A1H9KNP9	
A0A1H9LLP7	
A0A1H9LQ41	
A0A1H9MNW8	
A0A1H9MWW9	
A0A1H9N753	
A0A1H9P0J7	
A0A1H9QSX8	
A0A1H9QUA6	
